Filial,Documento,Nome_Cliente,Nome_Vendedor,Produtos,Quantidade,Preco_Unitario,Total,Estado_Cliente,Data_Compra,Data_Devolucao,Status
São Paulo,5888,Tecnologias Impulso Quântico Ltda,Taize,PlayStation 4,40,1399,55960, Roraima (RR) ,2020-03-03,2020-04-01,Com Devolução
São Paulo,5018,InovarHub S.A,Taize,PlayStation 4,38,1399,53162, Rondônia (RO) ,2020-08-29,,Sem Devolução
Parana,4352,VisionáriaTech S.A,Taize,PlayStation 1,37,199,7363, Distrito Federal (DF) ,2022-04-22,,Sem Devolução
São Paulo,7853,Inovação Esfera Quântica Ltda,Maria,XBOX 360,13,1299,16887, Pará (PA) ,2024-03-09,,Sem Devolução
Rio de Janeiro,9810,Corporação NexusGen,Vanessa,Game Boy,31,79,2449, Roraima (RR) ,2022-11-07,,Sem Devolução
Parana,2146,InovarHub S.A,Henrique,Nintendo Wii,15,1699,25485, Tocantins (TO) ,2020-02-14,,Sem Devolução
Parana,2212,Soluções NovaTech S.A,João,Nintendo Wii,39,1699,66261, Acre (AC) ,2022-03-31,2022-04-02,Com Devolução
Rio de Janeiro,3797,Sistemas Sinérgicos Ltda,Vanessa,PlayStation 2,18,499,8982, Roraima (RR) ,2023-09-15,,Sem Devolução
Parana,2249,Empreendimentos NovaGenius Ltda,Taize,XBOX ONE S,23,1499,34477, Roraima (RR) ,2024-06-08,,Sem Devolução
Rio de Janeiro,6446,Empreendimentos NovaGenius Ltda,Henrique,PlayStation 1,7,199,1393, Santa Catarina (SC) ,2024-07-14,,Sem Devolução
São Paulo,1692,Empresa Visionária de Inovações S.A,Henrique,XBOX 360,21,1299,27279, Bahia (BA) ,2024-04-19,,Sem Devolução
Rio de Janeiro,6893,Inovação QuantumLeap Ltda,Paulo,Nintendo Wii,29,1699,49271, Minas Gerais (MG) ,2024-10-04,,Sem Devolução
São Paulo,6990,Soluções Núcleo Quântico Ltda,Taize,Game Boy,35,79,2765, Acre (AC) ,2021-06-08,2021-06-26,Com Devolução
Rio de Janeiro,6022,Corporação NexusGen,Henrique,PlayStation 4,24,1399,33576, Goiás (GO) ,2024-03-18,2024-03-18,Com Devolução
Parana,4020,Indústrias ApexTech Ltda,Maria,PlayStation 4,17,1399,23783, Distrito Federal (DF) ,2023-06-11,,Sem Devolução
Rio de Janeiro,6867,Grupo Borda de Inovação Ltda,João,Game Boy,25,79,1975, Espírito Santo (ES) ,2022-10-02,,Sem Devolução
Rio de Janeiro,2909,Empreendimentos NexusTech Ltda,Henrique,Nintendo Wii,1,1699,1699, Ceará (CE) ,2024-08-05,,Sem Devolução
São Paulo,7469,Inovação Esfera Quântica Ltda,Taize,Nintendo DS,24,389,9336, Sergipe (SE) ,2021-11-28,,Sem Devolução
Rio de Janeiro,2601,Empresa Visionária de Inovações S.A,Maria,PlayStation 2,3,499,1497, Rondônia (RO) ,2024-03-08,,Sem Devolução
Rio de Janeiro,8715,Indústrias ApexTech Ltda,Taize,Nintendo DS,10,389,3890, Paraná (PR) ,2021-09-10,,Sem Devolução
Rio de Janeiro,7870,Soluções NovaTech S.A,Paulo,PlayStation 4,14,1399,19586, Goiás (GO) ,2022-03-27,,Sem Devolução
Rio de Janeiro,3955,Grupo Borda de Inovação Ltda,Taize,PlayStation 2,26,499,12974, Pará (PA) ,2022-04-12,2022-04-20,Com Devolução
São Paulo,4231,Corporação TechNex,Taize,PlayStation 4,31,1399,43369, Rondônia (RO) ,2023-02-03,,Sem Devolução
Parana,5933,Grupo Borda de Inovação Ltda,Vanessa,PlayStation 1,23,199,4577, Minas Gerais (MG) ,2020-02-27,2020-03-19,Com Devolução
Rio de Janeiro,6897,InovarHub S.A,João,Nintendo DS,28,389,10892, Ceará (CE) ,2021-01-19,2021-01-29,Com Devolução
São Paulo,4351,Indústrias ApexTech Ltda,Vanessa,Game Boy,13,79,1027, Goiás (GO) ,2023-08-16,,Sem Devolução
São Paulo,9842,Tecnologias Impulso Quântico Ltda,Maria,PlayStation 1,30,199,5970, Pará (PA) ,2022-11-30,,Sem Devolução
Parana,4290,Inovação QuantumLeap Ltda,Taize,Game Boy,34,79,2686, Pernambuco (PE) ,2020-12-05,,Sem Devolução
Parana,6782,Inovação Esfera Quântica Ltda,Taize,Nintendo DS,23,389,8947, Espírito Santo (ES) ,2021-11-04,,Sem Devolução
Parana,9548,Indústrias ApexTech Ltda,Henrique,Game Boy,39,79,3081, Maranhão (MA) ,2020-01-10,2020-01-22,Com Devolução
São Paulo,2782,Inovação QuantumLeap Ltda,Taize,XBOX 360,34,1299,44166, Pernambuco (PE) ,2023-06-25,2023-06-29,Com Devolução
São Paulo,1147,Inovação QuantumLeap Ltda,Taize,PlayStation 1,8,199,1592, Bahia (BA) ,2022-09-10,,Sem Devolução
Rio de Janeiro,2766,Tecnologias Ondas Futuras Ltda,Henrique,XBOX 360,23,1299,29877, Acre (AC) ,2022-08-03,2022-08-16,Com Devolução
Parana,1986,Inovação Esfera Quântica Ltda,Henrique,Game Boy,19,79,1501, São Paulo (SP) ,2020-07-04,,Sem Devolução
Rio de Janeiro,3427,Corporação TechNex,Maria,Game Boy,34,79,2686, Tocantins (TO) ,2020-03-21,,Sem Devolução
Rio de Janeiro,5836,Corporação NexusGen,Vanessa,PlayStation 4,4,1399,5596, Espírito Santo (ES) ,2023-03-08,,Sem Devolução
São Paulo,6913,Tecnologias Impulso Quântico Ltda,Paulo,Game Boy,40,79,3160, Rio Grande do Norte (RN) ,2020-11-03,2020-11-03,Com Devolução
Rio de Janeiro,6106,Empreendimentos NovaGenius Ltda,Paulo,PlayStation 1,20,199,3980, Bahia (BA) ,2023-08-18,,Sem Devolução
São Paulo,2460,Soluções NovaTech S.A,Henrique,Nintendo DS,16,389,6224, São Paulo (SP) ,2022-09-07,2022-09-23,Com Devolução
Parana,4383,Inovação QuantumLeap Ltda,Henrique,XBOX ONE S,33,1499,49467, Rio Grande do Norte (RN) ,2024-08-04,,Sem Devolução
Rio de Janeiro,9347,Tecnologias Impulso Quântico Ltda,Henrique,XBOX ONE S,14,1499,20986, Rio Grande do Sul (RS) ,2023-08-09,2023-08-15,Com Devolução
Parana,1923,Indústrias ApexTech Ltda,Taize,Nintendo Wii,24,1699,40776, Amazonas (AM) ,2022-12-08,,Sem Devolução
Rio de Janeiro,1625,Corporação NexusGen,Henrique,PlayStation 4,1,1399,1399, Pará (PA) ,2024-01-10,,Sem Devolução
Parana,9761,Grupo Dinâmica Horizon Ltda,Vanessa,PlayStation 4,20,1399,27980, Maranhão (MA) ,2021-07-23,,Sem Devolução
São Paulo,6812,Corporação TechVantage,Henrique,Nintendo DS,37,389,14393, Piauí (PI) ,2022-04-12,2022-04-19,Com Devolução
Rio de Janeiro,8845,Indústrias ApexTech Ltda,Maria,PlayStation 4,24,1399,33576, Minas Gerais (MG) ,2021-07-18,,Sem Devolução
Rio de Janeiro,9821,Soluções Núcleo Quântico Ltda,Vanessa,Nintendo DS,39,389,15171, Amazonas (AM) ,2022-11-12,2022-12-06,Com Devolução
São Paulo,5410,Sistemas Sinérgicos Ltda,João,Nintendo Wii,11,1699,18689, Amazonas (AM) ,2024-08-12,,Sem Devolução
Rio de Janeiro,1969,Tecnologias Impulso Quântico Ltda,Taize,PlayStation 1,30,199,5970, Alagoas (AL) ,2024-09-21,2024-10-12,Com Devolução
Rio de Janeiro,6572,Corporação NexusGen,Henrique,PlayStation 4,4,1399,5596, Distrito Federal (DF) ,2022-07-07,,Sem Devolução
Parana,1515,Sistemas Sinérgicos Ltda,Maria,PlayStation 1,10,199,1990, Piauí (PI) ,2024-10-28,,Sem Devolução
Rio de Janeiro,1073,Sistemas Sinérgicos Ltda,Vanessa,PlayStation 2,23,499,11477, Roraima (RR) ,2021-01-22,2021-02-12,Com Devolução
Parana,1543,Laboratórios InovateX Ltda,Paulo,Nintendo DS,3,389,1167, Rio Grande do Sul (RS) ,2022-08-08,,Sem Devolução
São Paulo,6817,Tecnologias Ondas Futuras Ltda,Henrique,XBOX 360,26,1299,33774, Santa Catarina (SC) ,2024-05-19,,Sem Devolução
Rio de Janeiro,2683,Inovação QuantumLeap Ltda,Maria,Nintendo Wii,26,1699,44174, Espírito Santo (ES) ,2024-11-15,2024-11-21,Com Devolução
Rio de Janeiro,8966,Sistemas Sinérgicos Ltda,Vanessa,Nintendo DS,20,389,7780, Distrito Federal (DF) ,2021-04-15,2021-04-19,Com Devolução
São Paulo,6262,Corporação NexusGen,Paulo,XBOX 360,6,1299,7794, São Paulo (SP) ,2021-09-07,,Sem Devolução
Rio de Janeiro,7264,Corporação NexusGen,Maria,PlayStation 1,36,199,7164, Tocantins (TO) ,2024-04-01,,Sem Devolução
Rio de Janeiro,8700,Sistemas Sinérgicos Ltda,Vanessa,Nintendo DS,6,389,2334, Bahia (BA) ,2021-04-11,2021-04-25,Com Devolução
Rio de Janeiro,3778,Sistemas Sinérgicos Ltda,Henrique,Nintendo Wii,25,1699,42475, Paraná (PR) ,2020-09-30,,Sem Devolução
Parana,1064,Corporação TechVantage,Henrique,Nintendo Wii,5,1699,8495, Tocantins (TO) ,2022-04-22,,Sem Devolução
São Paulo,1496,Corporação TechVantage,Maria,PlayStation 2,36,499,17964, Sergipe (SE) ,2023-08-30,,Sem Devolução
São Paulo,7522,Tecnologias Impulso Quântico Ltda,Maria,PlayStation 4,38,1399,53162, Distrito Federal (DF) ,2020-04-29,2020-05-04,Com Devolução
São Paulo,9983,Grupo Borda de Inovação Ltda,Taize,PlayStation 2,7,499,3493, Alagoas (AL) ,2022-05-07,,Sem Devolução
São Paulo,8802,Empreendimentos NexusTech Ltda,Maria,XBOX 360,21,1299,27279, Amazonas (AM) ,2021-04-01,,Sem Devolução
Parana,4713,Soluções NovaTech S.A,Taize,Nintendo DS,28,389,10892, Alagoas (AL) ,2021-12-17,,Sem Devolução
Rio de Janeiro,2185,Soluções NovaTech S.A,Henrique,PlayStation 1,9,199,1791, Rondônia (RO) ,2024-06-07,,Sem Devolução
Parana,6430,InovarHub S.A,Vanessa,PlayStation 4,29,1399,40571, São Paulo (SP) ,2022-08-14,,Sem Devolução
Rio de Janeiro,1889,Indústrias ApexTech Ltda,Vanessa,Game Boy,26,79,2054, Amazonas (AM) ,2020-12-19,,Sem Devolução
São Paulo,6050,Empreendimentos NexusTech Ltda,João,XBOX 360,25,1299,32475, Paraná (PR) ,2022-08-15,2022-08-20,Com Devolução
Rio de Janeiro,3080,Tecnologias Ondas Futuras Ltda,João,Game Boy,31,79,2449, Rio de Janeiro (RJ) ,2021-07-21,,Sem Devolução
Parana,5002,Empresas Esfera de Sinergia Ltda,João,Nintendo DS,15,389,5835, Amapá (AP) ,2022-11-28,,Sem Devolução
Parana,9117,Corporação TechVantage,Henrique,PlayStation 4,30,1399,41970, Espírito Santo (ES) ,2024-12-24,,Sem Devolução
Rio de Janeiro,3114,Empreendimentos NovaGenius Ltda,Maria,Nintendo DS,38,389,14782, Pará (PA) ,2020-10-25,2020-11-08,Com Devolução
Rio de Janeiro,7914,Corporação NexusGen,Vanessa,XBOX ONE S,14,1499,20986, Rio de Janeiro (RJ) ,2023-02-21,,Sem Devolução
São Paulo,5979,Grupo Dinâmica Horizon Ltda,Vanessa,PlayStation 1,18,199,3582, Rio Grande do Sul (RS) ,2022-02-04,,Sem Devolução
São Paulo,7575,InovarHub S.A,Henrique,PlayStation 1,14,199,2786, Goiás (GO) ,2020-12-25,,Sem Devolução
São Paulo,4204,Corporação NexusGen,Henrique,XBOX ONE S,16,1499,23984, Piauí (PI) ,2021-10-26,,Sem Devolução
Parana,7482,InovarHub S.A,Paulo,Nintendo DS,8,389,3112, Rio Grande do Norte (RN) ,2020-08-29,,Sem Devolução
Rio de Janeiro,7956,Corporação NexusGen,Maria,PlayStation 1,1,199,199, Bahia (BA) ,2020-03-15,,Sem Devolução
Rio de Janeiro,6452,Corporação TechNex,Vanessa,Nintendo DS,16,389,6224, Goiás (GO) ,2021-03-22,2021-04-13,Com Devolução
Rio de Janeiro,2766,Inovação QuantumLeap Ltda,João,PlayStation 4,36,1399,50364, Acre (AC) ,2024-05-20,,Sem Devolução
São Paulo,6378,Inovação Esfera Quântica Ltda,Vanessa,Nintendo Wii,37,1699,62863, Alagoas (AL) ,2024-07-28,,Sem Devolução
Parana,3999,Empreendimentos NexusTech Ltda,Paulo,XBOX ONE S,36,1499,53964, Piauí (PI) ,2023-05-02,,Sem Devolução
São Paulo,4128,Corporação TechVantage,Henrique,XBOX ONE S,14,1499,20986, Acre (AC) ,2023-01-14,,Sem Devolução
Rio de Janeiro,9860,Grupo Dinâmica Horizon Ltda,Maria,Nintendo Wii,25,1699,42475, Goiás (GO) ,2021-07-31,,Sem Devolução
Parana,4498,Grupo Borda de Inovação Ltda,Maria,XBOX ONE S,35,1499,52465, Minas Gerais (MG) ,2022-08-04,,Sem Devolução
São Paulo,6821,VisionáriaTech S.A,Taize,XBOX ONE S,30,1499,44970, Rondônia (RO) ,2021-09-02,,Sem Devolução
Rio de Janeiro,6425,VisionáriaTech S.A,Taize,PlayStation 1,34,199,6766, Sergipe (SE) ,2023-10-25,2023-11-22,Com Devolução
São Paulo,1862,InovarHub S.A,Vanessa,Nintendo Wii,15,1699,25485, Mato Grosso (MT) ,2023-02-26,,Sem Devolução
Parana,9137,VisionáriaTech S.A,Henrique,PlayStation 4,19,1399,26581, Rio Grande do Sul (RS) ,2022-09-17,,Sem Devolução
São Paulo,3716,Empreendimentos NexusTech Ltda,Vanessa,XBOX ONE S,27,1499,40473, Mato Grosso do Sul (MS) ,2020-05-12,,Sem Devolução
Rio de Janeiro,6921,Tecnologias Ondas Futuras Ltda,Taize,PlayStation 4,29,1399,40571, Minas Gerais (MG) ,2021-08-20,,Sem Devolução
Parana,7856,Grupo Dinâmica Horizon Ltda,Paulo,PlayStation 1,38,199,7562, Mato Grosso (MT) ,2023-02-08,,Sem Devolução
São Paulo,2818,Empreendimentos NovaGenius Ltda,Taize,PlayStation 1,29,199,5771, Sergipe (SE) ,2024-07-15,,Sem Devolução
Parana,7682,Empresa Visionária de Inovações S.A,Maria,Nintendo Wii,37,1699,62863, Amazonas (AM) ,2021-03-05,,Sem Devolução
Parana,1189,Corporação TechVantage,Paulo,PlayStation 4,37,1399,51763, Acre (AC) ,2023-12-15,,Sem Devolução
Parana,3879,Empreendimentos NexusTech Ltda,João,PlayStation 4,39,1399,54561, Sergipe (SE) ,2023-09-21,,Sem Devolução
São Paulo,6064,Grupo Dinâmica Horizon Ltda,Paulo,PlayStation 4,22,1399,30778, Mato Grosso (MT) ,2022-10-03,,Sem Devolução
Parana,7480,Corporação TechNex,Taize,Nintendo DS,27,389,10503, Bahia (BA) ,2021-04-21,,Sem Devolução
Rio de Janeiro,9164,InovarHub S.A,Taize,PlayStation 4,20,1399,27980, Acre (AC) ,2024-12-12,,Sem Devolução
Rio de Janeiro,8596,Grupo Dinâmica Horizon Ltda,Taize,Nintendo Wii,7,1699,11893, Distrito Federal (DF) ,2020-09-20,,Sem Devolução
Rio de Janeiro,5758,Inovação QuantumLeap Ltda,Paulo,Nintendo Wii,18,1699,30582, Bahia (BA) ,2024-12-01,2024-12-26,Com Devolução
Parana,4480,Tecnologias Ondas Futuras Ltda,Henrique,Game Boy,26,79,2054, Paraíba (PB) ,2023-09-11,,Sem Devolução
Rio de Janeiro,5583,Tecnologias Impulso Quântico Ltda,João,XBOX ONE S,40,1499,59960, Rio Grande do Norte (RN) ,2024-09-01,,Sem Devolução
Parana,3188,Corporação TechVantage,Taize,Nintendo Wii,13,1699,22087, Mato Grosso (MT) ,2022-01-09,,Sem Devolução
Parana,9571,Inovação Esfera Quântica Ltda,Vanessa,PlayStation 2,35,499,17465, Piauí (PI) ,2023-04-23,2023-05-19,Com Devolução
Rio de Janeiro,1409,Grupo Dinâmica Horizon Ltda,Paulo,Game Boy,6,79,474, São Paulo (SP) ,2022-06-30,,Sem Devolução
Rio de Janeiro,2499,Laboratórios InovateX Ltda,João,Nintendo DS,29,389,11281, Santa Catarina (SC) ,2021-01-17,2021-02-10,Com Devolução
São Paulo,9392,Empreendimentos NexusTech Ltda,Vanessa,PlayStation 4,29,1399,40571, Alagoas (AL) ,2022-07-23,2022-08-07,Com Devolução
Rio de Janeiro,1008,InovarHub S.A,Paulo,PlayStation 2,2,499,998, São Paulo (SP) ,2020-10-24,2020-10-24,Com Devolução
Parana,2316,Empreendimentos NexusTech Ltda,Paulo,Nintendo Wii,31,1699,52669, Roraima (RR) ,2021-06-21,,Sem Devolução
São Paulo,6383,Grupo Dinâmica Horizon Ltda,Paulo,PlayStation 1,28,199,5572, São Paulo (SP) ,2021-11-20,2021-11-26,Com Devolução
São Paulo,8450,Corporação TechNex,Maria,PlayStation 1,11,199,2189, Rondônia (RO) ,2020-06-04,,Sem Devolução
Parana,4421,Corporação TechNex,Taize,Game Boy,29,79,2291, Sergipe (SE) ,2023-10-20,2023-11-18,Com Devolução
São Paulo,6088,Empresas Esfera de Sinergia Ltda,Taize,PlayStation 4,23,1399,32177, Roraima (RR) ,2020-07-07,,Sem Devolução
Rio de Janeiro,7908,Corporação NexusGen,Paulo,Nintendo DS,35,389,13615, Paraíba (PB) ,2024-04-03,2024-04-12,Com Devolução
Parana,1561,Empresas Esfera de Sinergia Ltda,Henrique,PlayStation 2,8,499,3992, Mato Grosso do Sul (MS) ,2023-05-16,2023-05-17,Com Devolução
Parana,6577,Corporação TechNex,Taize,PlayStation 1,38,199,7562, Mato Grosso (MT) ,2024-02-24,,Sem Devolução
São Paulo,1744,Corporação TechNex,João,XBOX ONE S,4,1499,5996, São Paulo (SP) ,2023-03-24,2023-04-13,Com Devolução
Parana,9352,Corporação TechVantage,Taize,XBOX ONE S,2,1499,2998, Pernambuco (PE) ,2020-05-30,2020-06-18,Com Devolução
Rio de Janeiro,1440,Grupo Dinâmica Horizon Ltda,Vanessa,Game Boy,3,79,237, Mato Grosso (MT) ,2022-02-28,,Sem Devolução
Parana,6544,Soluções NovaTech S.A,Paulo,PlayStation 4,6,1399,8394, Amazonas (AM) ,2023-01-22,,Sem Devolução
Rio de Janeiro,5778,Grupo Borda de Inovação Ltda,Vanessa,PlayStation 1,6,199,1194, Ceará (CE) ,2021-07-26,2021-07-26,Com Devolução
São Paulo,1137,Soluções NovaTech S.A,Maria,Nintendo Wii,16,1699,27184, Sergipe (SE) ,2022-12-09,,Sem Devolução
São Paulo,6977,Corporação TechNex,Maria,PlayStation 1,39,199,7761, São Paulo (SP) ,2023-03-22,,Sem Devolução
São Paulo,3055,Laboratórios InovateX Ltda,João,PlayStation 2,14,499,6986, Pará (PA) ,2020-03-07,,Sem Devolução
Rio de Janeiro,2495,Tecnologias Impulso Quântico Ltda,Vanessa,PlayStation 4,12,1399,16788, Alagoas (AL) ,2023-02-14,,Sem Devolução
São Paulo,6996,Inovação Esfera Quântica Ltda,Paulo,XBOX 360,37,1299,48063, Ceará (CE) ,2023-07-29,2023-08-25,Com Devolução
Rio de Janeiro,8590,Soluções Núcleo Quântico Ltda,Maria,Nintendo Wii,5,1699,8495, Tocantins (TO) ,2020-10-28,,Sem Devolução
São Paulo,8578,Corporação TechNex,Henrique,XBOX 360,12,1299,15588, Mato Grosso do Sul (MS) ,2024-07-31,2024-08-21,Com Devolução
São Paulo,4511,Empresas Esfera de Sinergia Ltda,Taize,PlayStation 1,27,199,5373, Rio Grande do Norte (RN) ,2021-06-25,,Sem Devolução
Rio de Janeiro,4921,Corporação TechVantage,Maria,Nintendo Wii,19,1699,32281, Piauí (PI) ,2020-05-26,,Sem Devolução
Rio de Janeiro,3070,Corporação TechVantage,Maria,Game Boy,37,79,2923, Piauí (PI) ,2023-05-04,2023-05-27,Com Devolução
Rio de Janeiro,2475,Empreendimentos NovaGenius Ltda,Taize,Nintendo Wii,34,1699,57766, Mato Grosso (MT) ,2023-10-14,,Sem Devolução
São Paulo,1919,Corporação NexusGen,Henrique,PlayStation 1,31,199,6169, Sergipe (SE) ,2023-03-22,2023-04-07,Com Devolução
Parana,4298,Tecnologias Impulso Quântico Ltda,João,PlayStation 2,13,499,6487, Rio de Janeiro (RJ) ,2020-06-18,,Sem Devolução
São Paulo,5612,Tecnologias Ondas Futuras Ltda,Taize,Nintendo Wii,26,1699,44174, Rondônia (RO) ,2022-02-21,,Sem Devolução
Rio de Janeiro,5791,Soluções Núcleo Quântico Ltda,Taize,XBOX ONE S,22,1499,32978, Espírito Santo (ES) ,2024-02-28,,Sem Devolução
Parana,5259,Sistemas Sinérgicos Ltda,Taize,XBOX ONE S,12,1499,17988, Maranhão (MA) ,2024-10-10,,Sem Devolução
Parana,5033,Sistemas Sinérgicos Ltda,Maria,Nintendo DS,39,389,15171, Piauí (PI) ,2021-05-02,,Sem Devolução
Parana,3918,Inovação Esfera Quântica Ltda,Maria,Game Boy,16,79,1264, Minas Gerais (MG) ,2024-08-26,,Sem Devolução
Rio de Janeiro,3038,Corporação NexusGen,João,XBOX 360,34,1299,44166, Acre (AC) ,2022-04-29,,Sem Devolução
Parana,1985,Tecnologias Impulso Quântico Ltda,Vanessa,Nintendo DS,29,389,11281, Tocantins (TO) ,2024-04-07,,Sem Devolução
Rio de Janeiro,1243,Grupo Borda de Inovação Ltda,Taize,Nintendo DS,24,389,9336, Sergipe (SE) ,2022-03-20,2022-03-30,Com Devolução
São Paulo,4851,Sistemas Sinérgicos Ltda,Maria,PlayStation 1,24,199,4776, Paraná (PR) ,2021-03-02,,Sem Devolução
Rio de Janeiro,8010,Sistemas Sinérgicos Ltda,Maria,PlayStation 1,8,199,1592, São Paulo (SP) ,2020-07-31,2020-08-20,Com Devolução
São Paulo,5174,Laboratórios InovateX Ltda,Henrique,Nintendo DS,5,389,1945, Goiás (GO) ,2023-11-02,,Sem Devolução
Parana,4198,Tecnologias Ondas Futuras Ltda,Paulo,PlayStation 4,16,1399,22384, Rio Grande do Sul (RS) ,2022-08-15,,Sem Devolução
Rio de Janeiro,7124,Tecnologias Impulso Quântico Ltda,João,PlayStation 2,26,499,12974, Sergipe (SE) ,2022-04-26,,Sem Devolução
Parana,1701,Laboratórios InovateX Ltda,Henrique,Game Boy,24,79,1896, Alagoas (AL) ,2021-10-20,,Sem Devolução
São Paulo,4581,Empresa Visionária de Inovações S.A,Henrique,XBOX ONE S,1,1499,1499, Rio Grande do Sul (RS) ,2021-12-11,,Sem Devolução
Rio de Janeiro,1411,Corporação TechVantage,Taize,PlayStation 2,6,499,2994, Paraíba (PB) ,2020-07-21,,Sem Devolução
Parana,6714,VisionáriaTech S.A,João,Nintendo Wii,8,1699,13592, Espírito Santo (ES) ,2024-08-16,,Sem Devolução
São Paulo,2675,Indústrias ApexTech Ltda,Henrique,PlayStation 1,39,199,7761, Roraima (RR) ,2021-02-22,,Sem Devolução
São Paulo,9657,VisionáriaTech S.A,Taize,Game Boy,1,79,79, Pernambuco (PE) ,2021-04-02,,Sem Devolução
São Paulo,2207,Indústrias ApexTech Ltda,Vanessa,Nintendo DS,1,389,389, Santa Catarina (SC) ,2020-11-14,,Sem Devolução
Parana,7437,Soluções NovaTech S.A,Paulo,Game Boy,23,79,1817, Pará (PA) ,2022-07-04,,Sem Devolução
São Paulo,4640,Indústrias ApexTech Ltda,Maria,XBOX ONE S,11,1499,16489, Minas Gerais (MG) ,2023-09-13,2023-09-23,Com Devolução
Parana,1045,Inovação Esfera Quântica Ltda,Maria,Nintendo DS,8,389,3112, Acre (AC) ,2020-03-02,,Sem Devolução
Rio de Janeiro,3116,Empresa Visionária de Inovações S.A,Vanessa,PlayStation 4,37,1399,51763, São Paulo (SP) ,2021-12-18,,Sem Devolução
São Paulo,3163,Grupo Dinâmica Horizon Ltda,Maria,Nintendo Wii,33,1699,56067, Bahia (BA) ,2021-07-10,2021-08-06,Com Devolução
Parana,1872,Inovação Esfera Quântica Ltda,Taize,XBOX 360,23,1299,29877, Rio Grande do Sul (RS) ,2024-06-14,2024-06-17,Com Devolução
Rio de Janeiro,1918,Empresas Esfera de Sinergia Ltda,João,PlayStation 1,26,199,5174, Rio Grande do Norte (RN) ,2021-05-20,,Sem Devolução
São Paulo,6603,Laboratórios InovateX Ltda,Paulo,Nintendo DS,3,389,1167, São Paulo (SP) ,2024-12-18,,Sem Devolução
Rio de Janeiro,3602,Tecnologias Impulso Quântico Ltda,Taize,XBOX 360,33,1299,42867, Amazonas (AM) ,2022-09-21,2022-09-25,Com Devolução
Parana,1536,Laboratórios InovateX Ltda,Paulo,Nintendo DS,37,389,14393, Paraíba (PB) ,2023-02-12,,Sem Devolução
Rio de Janeiro,4506,Laboratórios InovateX Ltda,Paulo,Nintendo DS,10,389,3890, Pará (PA) ,2024-10-05,,Sem Devolução
Parana,5106,Tecnologias Ondas Futuras Ltda,Paulo,XBOX 360,19,1299,24681, Roraima (RR) ,2023-04-19,,Sem Devolução
Rio de Janeiro,7159,VisionáriaTech S.A,Henrique,XBOX 360,39,1299,50661, Rondônia (RO) ,2021-02-08,,Sem Devolução
Parana,5533,VisionáriaTech S.A,Maria,Nintendo Wii,2,1699,3398, Mato Grosso do Sul (MS) ,2021-11-10,,Sem Devolução
Parana,4238,Corporação TechNex,Henrique,XBOX ONE S,36,1499,53964, São Paulo (SP) ,2024-05-18,,Sem Devolução
